 x (nm)           y (nm)         z(nm)
20944.56958	1557.64441	-41.93508
20947.71883	1553.25	-37.10661
20520.26481	1740.83622	-100.73696
21834.36517	2659.16177	-44.48255
21846.76081	2665.3914	-52.04756
21828.73471	2661.76543	-45.39708
21828.69235	2660.52467	-45.06372
21826.58977	2653.41599	-51.57717
21827.8553	2654.06418	-50.67756
19830.61102	2948.92032	-157.21409
19821.18349	2954.3433	-157.55757
19841.99784	2954.91423	-156.0495
19837.20841	2946.6183	-156.60854
19840.60571	2953.75065	-155.77811
19832.2012	2944.25976	-155.00409
19838.68001	2945.64349	-154.65384
19836.08891	2942.27277	-158.35818
19832.46662	2943.32201	-154.26155
19823.77614	2947.77757	-153.63232
19831.02644	2949.87302	-157.57856
19826.89187	2940.04105	-156.84797
19837.14325	2939.10264	-156.23627
21248.51696	1084.42178	-54.80813
21261.78231	1094.79514	-59.2499
21272.90766	1088.74249	-59.32577
21255.92115	1086.33258	-57.98914
21255.91394	1076.94425	-58.06386
21276.48016	1064.51907	-59.99624
21255.06163	1090.16981	-54.79113
21264.41286	1065.86636	-59.77654
21265.76968	1078.72701	-64.52469
21256.36019	1085.81412	-67.62709
21257.98854	1099.9081	-60.37067
21253.30051	1088.97845	-58.39611
21265.15561	1081.17995	-56.81043
21269.442	1082.5333	-66.20784
21258.05209	1073.46833	-59.61901
21256.61082	1084.72191	-56.44227
21264.96056	1080.66931	-57.73068
21261.97327	1077.06239	-66.18239
21258.43257	1086.77836	-65.45411
21265.73998	1096.49157	-60.69954
21750.10567	1985.25118	21.50528
21755.66838	2013.32191	20.5728
21743.59677	1981.06554	17.99532
20631.04618	1458.83826	-13.91752
20632.4295	1462.49228	-13.07291
20633.39147	1461.03536	-10.45095
20014.16545	2425.81192	-9.87801
20012.73608	2423.40047	-9.00571
20010.48273	2425.82744	-7.35333
20001.01375	2380.35378	-16.94505
20017.0841	2410.76285	-10.15089
20022.96135	2387.76708	-11.42576
20012.34072	2365.42169	-21.4796
20015.30574	2389.05512	-11.39525
20009.18157	2373.02311	-13.97745
19444.95396	2610.69121	-2.09907
19450.70314	2608.43827	-0.59548
19443.14272	2606.96183	-3.53222
19447.48722	2613.62824	-0.57317
19679.85934	3634.26803	5.89167
19683.38351	3643.92666	4.74658
19680.21565	3636.0294	2.2101
19690.87451	3635.99799	-4.8378
19679.96564	3644.20777	-5.20693
19679.99851	3642.73476	4.78443
19686.59122	3634.49268	6.56283
19683.56768	3640.18525	-1.74172
19681.05054	3642.35028	-0.35657
19678.3445	3631.20253	-0.79414
19668.8672	3626.09427	0.09384
19682.34726	3644.2887	7.43123
19690.74384	3634.64918	-2.26492
19682.99096	3641.24939	-4.14011
19680.24076	3638.55375	0.6672
19843.041	3795.08917	9.36039
19856.23792	3792.28599	11.95635
19834.30658	3773.93299	6.01073
19838.04631	3793.22239	5.46364
19848.28833	3796.45911	11.63719
19842.06784	3789.48217	9.72334
19855.20295	3801.07064	13.16435
19839.67392	3791.89282	6.68789
18722.28984	947.88166	-20.9663
18727.4871	942.15627	-17.67115
18643.58471	2816.34189	-17.98415
18650.26032	2846.30226	-19.74057
18656.01754	2859.72935	-21.4704
18654.39181	2830.17294	-21.23528
18646.81393	2821.6347	-16.49643
18652.28873	2811.54368	-20.58897
21288.34124	3777.81711	-29.38668
21290.35972	3777.69147	-37.08733
21284.25027	3774.06875	-42.64871
21289.9251	3790.17254	-28.96751
21300.25245	3785.71266	-27.18993
21296.13239	3771.68094	-39.69931
21291.72795	3768.78912	-39.7759
21279.41464	3784.49585	-37.92854
